Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
66.221.5,FALSE,TRUE,1840,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,Workshop of,Duncan Phyfe,1770–1854,,"Phyfe, Duncan",Scottish,1770,1854,1837,1837,1837,"Mahogany, ash, poplar",30 1/4 x 16 1/2 in. (76.8 x 41.9 cm),"Purchase, L. E. Katzenbach Fund Gift, 1966",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1840,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
66.221.6,FALSE,FALSE,1841,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,Workshop of,Duncan Phyfe,1770–1854,,"Phyfe, Duncan",Scottish,1770,1854,1837,1837,1837,"Mahogany, ash, poplar",30 1/4 x 16 1/2 in. (76.8 x 41.9 cm),"Purchase, L. E. Katzenbach Fund Gift, 1966",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1841,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
10.125.289,FALSE,TRUE,1842,American Decorative Arts,Side Chair,Side Chair,American,,,,,,,,,,,,,,1760–90,1760,1790,"Mahogany, maple, white pine",37 1/8 x 21 x 20 3/4 in. (94.3 x 53.3 x 52.7 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,Boston,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1842,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
10.125.290,FALSE,TRUE,1843,American Decorative Arts,Side Chair,Side Chair,American,,,,,,,,,,,,,,1760–90,1760,1790,"Mahogany, maple, white pine",37 1/8 x 21 x 20 3/4 in. (94.3 x 53.3 x 52.7 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,Boston,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1843,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
10.125.291,FALSE,TRUE,1844,American Decorative Arts,Side Chair,Side Chair,American,,,,,,,,,,,,,,1760–90,1760,1790,"Mahogany, maple, white pine",37 1/8 x 21 x 20 3/4 in. (94.3 x 53.3 x 52.7 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,Boston,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1844,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
10.125.292,FALSE,TRUE,1845,American Decorative Arts,Side Chair,Side Chair,American,,,,,,,,,,,,,,1760–90,1760,1790,"Mahogany, maple, white pine",37 1/8 x 21 x 20 3/4 in. (94.3 x 53.3 x 52.7 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,Boston,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1845,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
10.125.293,FALSE,TRUE,1846,American Decorative Arts,Side Chair,Side Chair,American,,,,,,,,,,,,,,1760–90,1760,1790,"Mahogany, maple, white pine",37 1/4 x 21 x 20 3/4 in. (94.6 x 53.3 x 52.7 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,Boston,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1846,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
10.125.294,FALSE,TRUE,1847,American Decorative Arts,Side Chair,Side Chair,American,,,,,,,,,,,,,,1760–90,1760,1790,"Mahogany, maple, white pine",37 1/8 x 21 x 20 3/4 in. (94.3 x 53.3 x 52.7 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,Boston,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1847,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
50.130.149i recto,FALSE,TRUE,1848,American Paintings and Sculpture,Drawing,Legs and Costume of a Javanese Dancer (from Sketchbook of Javanese Dancers),,,,,,Artist,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856,1925,1889,1889,1889,Graphite on off-white wove paper,5 1/2 x 8 1/2 in. (14 x 21.6 cm),"Gift of Mrs. Francis Ormond, 1950",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/1848,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
50.130.149i verso,FALSE,TRUE,1849,American Paintings and Sculpture,Drawing,Standing Javanese Dancer from Behind (from Sketchbook of Javanese Dancers),,,,,,Artist,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856,1925,1889,1889,1889,Graphite on off-white wove paper,5 1/2 x 8 1/2 in. (14 x 21.6 cm),"Gift of Mrs. Francis Ormond, 1950",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/1849,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
50.130.149j,FALSE,TRUE,1850,American Paintings and Sculpture,Drawing,Hand of a Javanese Dancer (from Sketchbook of Javanese Dancers),,,,,,Artist,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856,1925,1889,1889,1889,Graphite on off-white wove paper,5 1/2 x 8 1/2 in. (14 x 21.6 cm),"Gift of Mrs. Francis Ormond, 1950",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/1850,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
50.130.149k recto,FALSE,TRUE,1851,American Paintings and Sculpture,Drawing,Two Seated Javanese Dancers (from Sketchbook of Javanese Dancers),,,,,,Artist,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856,1925,1889,1889,1889,Graphite on off-white wove paper,5 1/2 x 8 1/2 in. (14 x 21.6 cm),"Gift of Mrs. Francis Ormond, 1950",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/1851,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
50.130.149k verso,FALSE,TRUE,1852,American Paintings and Sculpture,Drawing,Arm of a Javanese Dancer (from Sketchbook of Javanese Dancers),,,,,,Artist,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856,1925,1889,1889,1889,Graphite on off-white wove paper,5 1/2 x 8 1/2 in. (14 x 21.6 cm),"Gift of Mrs. Francis Ormond, 1950",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/1852,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
50.130.149l,FALSE,TRUE,1853,American Paintings and Sculpture,Drawing,Seated Javanese Dancer (from Sketchbook of Javanese Dancers),,,,,,Artist,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856,1925,1889,1889,1889,Graphite on  off-white wove paper,5 1/2 x 8 1/2 in. (14 x 21.6 cm),"Gift of Mrs. Francis Ormond, 1950",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/1853,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
39.184.3,FALSE,TRUE,1854,American Decorative Arts,Side Chair,Side Chair,American,,,,,,,,,,,,,,1760–90,1760,1790,"Walnut, white oak, white pine",38 1/2 x 24 1/2 x 21 3/4 in. (97.8 x 62.2 x 55.2 cm),"Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,  1939",Probably made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1854,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
39.184.4,FALSE,TRUE,1855,American Decorative Arts,Side Chair,Side Chair,American,,,,,,,,,,,,,,1760–90,1760,1790,"Walnut, white oak, white pine",38 1/2 x 24 1/2 x 21 3/4 in. (97.8 x 62.2 x 55.2 cm),"Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,  1939",Probably made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1855,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
39.184.5,FALSE,TRUE,1856,American Decorative Arts,Side Chair,Side Chair,American,,,,,,,,,,,,,,1760–90,1760,1790,"Walnut, white oak, white pine",38 1/2 x 24 1/2 x 21 3/4 in. (97.8 x 62.2 x 55.2 cm),"Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,  1939",Probably made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1856,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
39.184.6,FALSE,TRUE,1857,American Decorative Arts,Side Chair,Side Chair,American,,,,,,,,,,,,,,1760–90,1760,1790,"Walnut, white oak, white pine",38 1/2 x 24 1/2 x 21 3/4 in. (97.8 x 62.2 x 55.2 cm),"Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,  1939",Probably made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1857,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
39.184.7,FALSE,TRUE,1858,American Decorative Arts,Side Chair,Side Chair,American,,,,,,,,,,,,,,1760–90,1760,1790,"Walnut, white oak, white pine",38 1/2 x 24 1/2 x 21 3/4 in. (97.8 x 62.2 x 55.2 cm),"Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,  1939",Probably made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1858,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
39.184.8,FALSE,TRUE,1859,American Decorative Arts,Side Chair,Side Chair,American,,,,,,,,,,,,,,1760–90,1760,1790,"Walnut, white oak, white pine",38 1/2 x 24 1/2 x 21 3/4 in. (97.8 x 62.2 x 55.2 cm),"Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,  1939",Probably made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1859,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.67.99,FALSE,TRUE,1860,American Decorative Arts,Side Chair,Side Chair,American,,,,,,,,,,,,,,1795–1810,1795,1810,"Mahogany, ash, cherry",37 x 21 x 18 in. (94 x 53.3 x 45.7 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1860,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.67.100,FALSE,TRUE,1861,American Decorative Arts,Side Chair,Side Chair,American,,,,,,,,,,,,,,1795–1810,1795,1810,"Mahogany, ash, cherry",37 x 21 x 18 in. (94 x 53.3 x 45.7 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1861,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.67.101,FALSE,TRUE,1862,American Decorative Arts,Side Chair,Side Chair,American,,,,,,,,,,,,,,1795–1810,1795,1810,"Mahogany, ash, cherry",37 x 21 x 18 in. (94 x 53.3 x 45.7 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1862,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.67.102,FALSE,TRUE,1863,American Decorative Arts,Side Chair,Side Chair,American,,,,,,,,,,,,,,1795–1810,1795,1810,"Mahogany, ash, cherry",37 x 21 x 18 in. (94 x 53.3 x 45.7 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1863,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.67.103,FALSE,TRUE,1864,American Decorative Arts,Side Chair,Side Chair,American,,,,,,,,,,,,,,1795–1810,1795,1810,Mahogany,37 x 21 x 18 in. (94 x 53.3 x 45.7 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1864,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.67.104,FALSE,TRUE,1865,American Decorative Arts,Side Chair,Side Chair,American,,,,,,,,,,,,,,1795–1810,1795,1810,Mahogany,37 x 21 x 18 in. (94 x 53.3 x 45.7 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1865,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
66.10.5,FALSE,TRUE,1866,American Decorative Arts,Side Chair,Side Chair,"American, Shaker",,,,,,,,,,,,,,1840–60,1840,1860,Maple,26 x 17 1/4 x 12 1/4 in. (66 x 43.8 x 31.1 cm),"Friends of the American Wing Fund, 1966",Possibly made in|Possibly made in,Watervliet|New Lebanon,,,United States|United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1866,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
66.10.6,FALSE,FALSE,1867,American Decorative Arts,Side Chair,Side Chair,"American, Shaker",,,,,,,,,,,,,,1840–60,1840,1860,Maple,26 x 17 1/4 x 12 1/4 in. (66 x 43.8 x 31.1 cm),"Friends of the American Wing Fund, 1966",Possibly made in|Possibly made in,Watervliet|New Lebanon,,,United States|United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1867,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
66.10.7,FALSE,FALSE,1868,American Decorative Arts,Side Chair,Side Chair,"American, Shaker",,,,,,,,,,,,,,1840–60,1840,1860,Maple,26 x 17 1/4 x 12 1/4 in. (66 x 43.8 x 31.1 cm),"Friends of the American Wing Fund, 1966",Possibly made in|Possibly made in,Watervliet|New Lebanon,,,United States|United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1868,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
66.10.8,FALSE,FALSE,1869,American Decorative Arts,Side Chair,Side Chair,"American, Shaker",,,,,,,,,,,,,,1840–60,1840,1860,Maple,26 x 17 1/4 x 12 1/4 in. (66 x 43.8 x 31.1 cm),"Friends of the American Wing Fund, 1966",Possibly made in|Possibly made in,Watervliet|New Lebanon,,,United States|United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1869,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
66.10.9,FALSE,FALSE,1870,American Decorative Arts,Side Chair,Side Chair,"American, Shaker",,,,,,,,,,,,,,1840–60,1840,1860,Maple,26 x 17 1/4 x 12 1/4 in. (66 x 43.8 x 31.1 cm),"Friends of the American Wing Fund, 1966",Possibly made in|Possibly made in,Watervliet|New Lebanon,,,United States|United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1870,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
66.10.10,FALSE,FALSE,1871,American Decorative Arts,Side Chair,Side Chair,"American, Shaker",,,,,,,,,,,,,,1840–60,1840,1860,Maple,26 x 17 1/4 x 12 1/4 in. (66 x 43.8 x 31.1 cm),"Friends of the American Wing Fund, 1966",Possibly made in|Possibly made in,Watervliet|New Lebanon,,,United States|United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1871,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
68.69.6,FALSE,TRUE,1872,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,,Léon Marcotte,1824–1887,,"Marcotte, Léon",French,1824,1887,ca. 1860,1857,1860,"Maple, pine",37 3/4 x 20 3/4 x 17 1/2 in. (95.9 x 52.7 x 44.5 cm),"Gift of Mrs. D. Chester Noyes, 1968",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1872,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
68.69.7,FALSE,TRUE,1873,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,,Léon Marcotte,1824–1887,,"Marcotte, Léon",French,1824,1887,ca. 1860,1857,1860,"Maple, pine",37 3/4 x 20 3/4 x 17 1/2 in. (95.9 x 52.7 x 44.5 cm),"Gift of D. Chester Noyes, 1968",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1873,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
68.69.8,FALSE,TRUE,1874,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,,Léon Marcotte,1824–1887,,"Marcotte, Léon",French,1824,1887,ca. 1860,1857,1860,"Maple, pine",37 3/4 x 20 3/4 x 17 1/2 in. (95.9 x 52.7 x 44.5 cm),"Gift of Mrs. D. Chester Noyes, 1968",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1874,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
68.69.9,FALSE,TRUE,1875,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,,Léon Marcotte,1824–1887,,"Marcotte, Léon",French,1824,1887,ca. 1860,1857,1860,"Maple, pine",37 3/4 x 20 3/4 x 17 1/2 in. (95.9 x 52.7 x 44.5 cm),"Gift of Mrs. D. Chester Noyes, 1968",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1875,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
68.69.10,FALSE,TRUE,1876,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,,Léon Marcotte,1824–1887,,"Marcotte, Léon",French,1824,1887,ca. 1860,1857,1860,"Maple, pine",37 3/4 x 20 3/4 x 17 1/2 in. (95.9 x 52.7 x 44.5 cm),"Gift of Mrs. D. Chester Noyes, 1968",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1876,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
68.69.11,FALSE,TRUE,1877,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,,Léon Marcotte,1824–1887,,"Marcotte, Léon",French,1824,1887,ca. 1860,1857,1860,"Maple, pine",37 3/4 x 20 3/4 x 17 1/2 in. (95.9 x 52.7 x 44.5 cm),"Gift of Mrs. D. Chester Noyes, 1968",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1877,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
68.214.4,FALSE,TRUE,1878,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,,Tobey Furniture Company,1875–1954,,Tobey Furniture Company,American,1875,1954,ca. 1890,1887,1890,Cherry,42 x 18 1/4 x 22 1/4 in. (106.7 x 46.4 x 56.5 cm),"Gift of Mrs. Frank W. McCabe, 1968",Made in,Chicago,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1878,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
68.214.5,FALSE,TRUE,1879,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,,Tobey Furniture Company,1875–1954,,Tobey Furniture Company,American,1875,1954,ca. 1890,1887,1890,Cherry,42 x 18 1/4 x 22 1/4 in. (106.7 x 46.4 x 56.5 cm),"Gift of Mrs. Frank W. McCabe, 1968",Made in,Chicago,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1879,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
68.214.6,FALSE,TRUE,1880,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,,Tobey Furniture Company,1875–1954,,Tobey Furniture Company,American,1875,1954,ca. 1890,1887,1890,Cherry,42 x 18 1/4 x 22 1/4 in. (106.7 x 46.4 x 56.5 cm),"Gift of Mrs. Frank W. McCabe, 1968",Made in,Chicago,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1880,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
68.214.7,FALSE,TRUE,1881,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,,Tobey Furniture Company,1875–1954,,Tobey Furniture Company,American,1875,1954,ca. 1890,1887,1890,Cherry,42 x 18 1/4 x 22 1/4 in. (106.7 x 46.4 x 56.5 cm),"Gift of Mrs. Frank W. McCabe, 1968",Made in,Chicago,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1881,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
68.214.8,FALSE,TRUE,1882,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,,Tobey Furniture Company,1875–1954,,Tobey Furniture Company,American,1875,1954,ca. 1890,1887,1890,Cherry,42 x 18 1/4 x 22 1/4 in. (106.7 x 46.4 x 56.5 cm),"Gift of Mrs. Frank W. McCabe, 1968",Made in,Chicago,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1882,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
68.214.9,FALSE,TRUE,1883,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,,Tobey Furniture Company,1875–1954,,Tobey Furniture Company,American,1875,1954,ca. 1890,1887,1890,Cherry,42 x 18 1/4 x 22 1/4 in. (106.7 x 46.4 x 56.5 cm),"Gift of Mrs. Frank W. McCabe, 1968",Made in,Chicago,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1883,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.18,FALSE,FALSE,1884,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,Possibly by,Henry Ingle,"American, 1763–1822",,"Ingle, Henry",American,1763,1822,1795–1810,1795,1810,Mahogany,36 3/4 x 20 x 20 in. (93.3 x 50.8 x 50.8 cm),"Bequest of Flora E. Whiting, 1971",Made in,Washington DC,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1884,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.19,FALSE,FALSE,1885,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,Possibly by,Henry Ingle,"American, 1763–1822",,"Ingle, Henry",American,1763,1822,1795–1810,1795,1810,Mahogany,36 3/4 x 20 x 20 in. (93.3 x 50.8 x 50.8 cm),"Bequest of Flora E. Whiting, 1971",Made in,Washington DC,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1885,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.20,FALSE,FALSE,1886,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,Possibly by,Henry Ingle,"American, 1763–1822",,"Ingle, Henry",American,1763,1822,1795–1810,1795,1810,Mahogany,36 3/4 x 20 x 20 in. (93.3 x 50.8 x 50.8 cm),"Bequest of Flora E. Whiting, 1971",Made in,Washington DC,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1886,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.21,FALSE,FALSE,1887,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,Possibly by,Henry Ingle,"American, 1763–1822",,"Ingle, Henry",American,1763,1822,1795–1810,1795,1810,Mahogany,36 3/4 x 20 x 20 in. (93.3 x 50.8 x 50.8 cm),"Bequest of Flora E. Whiting, 1971",Made in,Washington DC,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1887,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.22,FALSE,FALSE,1888,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,Possibly by,Henry Ingle,"American, 1763–1822",,"Ingle, Henry",American,1763,1822,1795–1810,1795,1810,Mahogany,36 3/4 x 20 x 20 in. (93.3 x 50.8 x 50.8 cm),"Bequest of Flora E. Whiting, 1971",Made in,Washington DC,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1888,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.23,FALSE,FALSE,1889,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,Possibly by,Henry Ingle,"American, 1763–1822",,"Ingle, Henry",American,1763,1822,1795–1810,1795,1810,Mahogany,36 3/4 x 20 x 20 in. (93.3 x 50.8 x 50.8 cm),"Bequest of Flora E. Whiting, 1971",Made in,Washington DC,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1889,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.24,FALSE,FALSE,1890,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,Possibly by,Henry Ingle,"American, 1763–1822",,"Ingle, Henry",American,1763,1822,1795–1810,1795,1810,Mahogany,36 3/4 x 20 x 20 in. (93.3 x 50.8 x 50.8 cm),"Bequest of Flora E. Whiting, 1971",Made in,Washington DC,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1890,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.25,FALSE,FALSE,1891,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,Possibly by,Henry Ingle,"American, 1763–1822",,"Ingle, Henry",American,1763,1822,1795–1810,1795,1810,Mahogany,36 3/4 x 20 x 20 in. (93.3 x 50.8 x 50.8 cm),"Bequest of Flora E. Whiting, 1971",Made in,Washington DC,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1891,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.26,FALSE,FALSE,1892,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,Possibly by,Henry Ingle,"American, 1763–1822",,"Ingle, Henry",American,1763,1822,1795–1810,1795,1810,Mahogany,36 3/4 x 20 x 20 in. (93.3 x 50.8 x 50.8 cm),"Bequest of Flora E. Whiting, 1971",Made in,Washington DC,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1892,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.27,FALSE,FALSE,1893,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,Possibly by,Henry Ingle,"American, 1763–1822",,"Ingle, Henry",American,1763,1822,1800–1805,1800,1805,Mahogany,36 3/4 x 20 x 20 in. (93.3 x 50.8 x 50.8 cm),"Bequest of Flora E. Whiting, 1971",Made in,Washington DC,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1893,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
60.4.4,FALSE,TRUE,1894,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,Attributed to,Duncan Phyfe,1770–1854,,"Phyfe, Duncan",Scottish,1770,1854,1791–1818,1791,1818,"Mahogany, brass",32 1/2 x 17 7/8 x 16 1/4 in. (82.6 x 45.4 x 41.3 cm),"Gift of C. Ruxton Love Jr., 1960",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1894,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
